COMP,REGIAO,UF,MUNICIPIO,MOTIVO_DESABILITACAO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202503,NORDESTE,BA,ITAETE,,2413507,HOSPITAL MUNICIPAL DE ITAETE,MUNICIPIO DE ITAETE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA NOSSA SENHORA DAS GRACAS,S/N,PREDIO,CENTRO,46790000,(75)33202175,cpditaete@gmail.com,11,11,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,IRAJUBA,,2413663,HOSPITAL MUNICIPAL SANTO ANTONIO,MUNICIPIO DE IRAJUBA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DAMIAO VIEIRA,S/N,CASA,CETRO,45370000,73 35482129,nay.sam@bol.com.br,29,29,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,IRARA,,2413671,HOSPITAL MATERNIDADE DR DERALDO MIRANDA,MUNICIPIO DE IRARA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PEDRO MARTINS PORTELA,122,CASA,CENTRO,44255000,(75)32473833,smsirara@hotmail.com.br,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,BELMONTE,,2413922,HOSPITAL DR JOSE DA COSTA PINTO DANTAS,MUNICIPIO DE BELMONTE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SALDANHA DA GAMA,S/N,CASA,CENTRO,45800000,(73)3287 2991,cpditamaraju@gmail.com,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITAGUACU DA BAHIA,,2414058,HOSPITAL MUNICIPAL AMELIA CARVALHO,MUNICIPIO DE ITAGUACU DA BAHIA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DO HOSPITAL,15,CENTRO,CENTRO,47440000,(74)6441061,"saudeitb@yahoo,com.br",24,24,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITAJU DO COLONIA,,2414074,UNIDADE MISTA DE SAUDE DE ITAJU DO COLONIA,MUNICIPIO DE ITAJU DO COLONIA,D,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,AVENIDA LOMANTO JUNIOR,S/N,,CENTRO,45730000,(73)32042001,producaoitaju@hotmail.com,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,AMARGOSA,,2414244,HOSPITAL MUNICIPAL DE AMARGOSA,PREFEITURA MUNICIPAL DE AMARGOSA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV DR ALOISIO BORGES,S/N,,SANTA RITA,45300000,(75)36343573,smsamargosa@gmail.com,70,70,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITAMBE,,2414465,HOSPITAL REGIONAL SAO SEBASTIAO,SANTA CASA DE MISERICORDIA DE ITAMBE,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AV EURICO GASPAR DUTRA,229,,CENTRO,45140000,(77)3432 1220,hssi_scmi@yahoo.com.br,50,50,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITAPEBI,,2414651,HOSPITAL E MATERNIDADE NELSON MOURA FERREIRA,MUNICIPIO DE ITAPEBI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA VISTA ALEGRE,S/N,,CENTRO,45855000,(73) 2861251,saude.itapebi@bol.com.br,12,12,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITAPETINGA,,2415666,POLICLIN POLICLINICA MEDICA DE ITAPETINGA SC LTDA,POLICLIN POLICLINICA MEDICA DE ITAPETINGA SC LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA JOSE BONIFACIO,64,,CENTRO,45700000,(77) 2611005,,16,0,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ILHEUS,,2415844,HOSPITAL MATERNO INFANTIL DOUTOR JOAQUIM SAMPAIO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,7,HOSPITAL ESPECIALIZADO,1023,HOSPITAL_PÚBLICO,AVENIDA BRASIL,S/N,,CONQUISTA,45650270,(73) 32343850,hmijs@fesfsus.ba.gov.br,103,70,28,10,8,0,10,10,10,0,0,0,0,0
202503,NORDESTE,BA,ITAPETINGA,,2417189,HOSPITAL CRISTO REDENTOR,FUNDACAO JOSE SILVEIRA,D,5,HOSPITAL GERAL,3069,HOSPITAL_FILANTRÓPICO,AV LUIZ VIANA FILHO,560,,JARDIM MORUMBI,45700000,(77) 32626250,,94,75,9,9,9,9,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITARANTIM,,2417456,HOSPITAL REGIONAL DE ITARANTIM,MUNICIPIO DE ITARANTIM,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MARIA QUITERIA,S/N,,CENTRO,45780000,(73)2662145,smsitarantim@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITIRUCU,,2423928,HOSPITAL MUNICIPAL PEDRO PIMENTEL RIBEIRO,MUNICIPIO DE ITIRUCU,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ALFREDO BRITO,S/N,,JOSE ALVES TEIXEIRA,45350000,(73)538 1310,smsitirucu@ig.com.br,85,85,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITIUBA,,2423936,HOSPITAL MUNICIPAL DE ITIUBA,MUNICIPIO DE ITIUBA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA 03 DE OUTUBRO,188,,CENTRO,48850000,(74)5461399,smsitiuba@yhoo.com.br,40,40,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JUAZEIRO,,2423960,SOTE,SOTE SERVICO DE ORTOPEDIA E TRAUMATOLOGIA ESPECIALIZ LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,AVENIDA PAULO AFONSO,01,,ALTO DA MARAVILHA,48900397,7436138888,sote@uol.com.br,39,34,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITATIM,,2444704,HOSPITAL MATERNIDADE MARIA EUNICE DULTRA SOARES,MUNICIPIO DE ITATIM,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA JOAO XXIII,340,,CENTRO,46875000,(75) 3452-2263,itatimsecsaude02@gmail.com,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,AURELINO LEAL,,2444798,HOSPITAL GERAL DE AURELINO LEAL,FUNDO MUNICIPAL DE SAUDE DE AURELINO LEAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA RAILDA VILAS BOAS,100,,CENTRO,45675000,(73)35541001,hospitalal_2021@hotmail.com,40,40,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITORORO,,2445204,FUNDACAO HOSPITAL E MATERNIDADE DE ITORORO,FUNDACAO GONCALVES E SAMPAIO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA JOSE DO PATROCINIO,251,,CENTRO,45710000,(73)2652146,,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITUACU,,2445247,HOSPITAL DR ORDALVIO SOUZA GUIMARAES,MUNICIPIO DE ITUACU,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA JOSE CARLOS BRITO,S/N,ZONA URBANA,DOIS DE JULHO,46640000,(77) 4152418,smsituacu@hotmail.com,28,28,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITUBERA,,2445352,HOSPITAL ANTONIO DA COSTA PINTO DANTAS,MUNICIPIO DE ITUBERA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA LARGO DA SAUDE,S/N,,CENTRO,45435000,(73) 2561516,,33,33,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JACARACI,,2466694,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO,MUNICIPIO DE JACARACI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CASTRO ALVES,S/N,,CENTRO,46310000,(77)4662110,hospitaldejacaraci@hotmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JACOBINA,,2467372,HOSPITAL MUNICIPAL ANTONIO TEXEIRA SOBRINHO,MUNICIPIO DE JACOBINA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA 02 DE JULHO,131,,CENTRO,44700000,(07)46213921,hats@newnet.com.br,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JAGUAQUARA,,2469774,CASA DE SAUDE E MATERNIDADE MARIA JOSE DE SOUZA SANTOS,ASSOCIACAO BENEFICENTE TAYLOR EGIDIO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA XV DE NOVEMBRO,137,CASA,MURITIBA,45345000,(73)35342122,,55,55,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ITABERABA,,2470098,HOSPITAL GERAL DE ITABERABA,MUNICIPIO DE ITABERABA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ROGERIO REGO,40,PREDIO,SAO JOAO,46880000,(75) 3251-3233,hgidiretoria.2017@gmail.com,93,83,10,0,10,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,SALVADOR,,2470667,HOSPITAL DA SAGRADA FAMILIA,ASSOCIACAO DAS IRMAS FRANCISCANAS HOSPITALEIRAS DA IMACULADA,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PLINIO DE LIMA,1,,MONT SERRAT,40415065,,,110,78,23,9,8,2,0,0,15,7,0,0,0,0
202503,NORDESTE,BA,JACOBINA,,2470748,HOSPITAL REGIONAL VICENTINA GOULART,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,RUA ALBERTO TORRES,370,,ESTACAO,44700000,7436212259,,86,82,9,9,9,9,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JUSSARA,,2483033,HOSPITAL MUNICIPAL NOSSA SENHORA DE LOURDES,PREFEITURA MUNICIPAL DE JUSSARA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PCA MAXIMO GUEDES,S/N,CASA,CENTRO,44925000,7436471199,smsjussara.ba@hotmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JUSSARI,,2483041,HOSPITAL EDUARDO GILENO AMADO BRANDAO,MUNICIPIO DE JUSSARI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SENHOR DO BONFIM,S/N,,LEONEL BATISTA,45622000,(73)36241243,sec.saudejussari@hotmail.com.br,37,37,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JUSSIAPE,,2483300,CASA DE SAUDE ANA MEDRADO LUZ,PREFEITURA MUNICIPAL DE JUSSIAPE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA NOVE DE JULHO,63,,CENTRO,46670000,(77)3414-2213,smsjussiape@yahoo.com.br,18,18,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,LAGOA REAL,,2483319,UNIDADE DE RETAGUARDA DE SAUDE DR JAIRO PONTES,MUNICIPIO DE LAGOA REAL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA REAL,148,,CENTRO,46425000,7734771098,secsaudelagoareal@gmail.com,17,17,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JIQUIRICA,,2483408,HOSPITAL E MATERNIDADE JULIA MAIA,MUNICIPIO DE JIQUIRICA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA CORONEL VICENTE,148,PREDIO,CENTRO,45470000,(75)3651-2223,smsjiquirica@gmail.com,30,30,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JOAO DOURADO,,2483424,HOSPITAL GERAL DR BENEDITO NEY,PREFEITURA MUNICIPAL DE JOAO DOURADO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA SANTO AMARO,S/N,,CENTRO,44920000,(74) 6681012,smsjoaodourado@yahoo.com.br,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,LAPAO,,2483548,HOSPITAL MUNICIPAL LUIZ EDUARDO MAGALHAES,PREFEITURA MUNICIPAL DE LAPAO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PCA ANTONIO GOMES,01,,CENTRO,44905000,(74) 3657 1012,saude@lapao.ba.gov.br,51,51,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ALAGOINHAS,,2487322,SANTA CASA DE MISERICORDIA DE ALAGOINHAS,SANTA CASA DE MISERICORDIA DE ALAGOINHAS,M,15,UNIDADE MISTA,3999,HOSPITAL_FILANTRÓPICO,RUY BARBOSA,324,,CENTRO,48000101,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ALAGOINHAS,,2487411,CENTRO DE CIRURGIAS ELETIVAS,MUNICIPIO DE ALAGOINHAS,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ELVIRA DOREA,72,,CENTRO,48000019,(75)3423-8344,,43,43,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,ALAGOINHAS,,2487438,HOSPITAL REGIONAL DANTAS BIAO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,AVENIDA DANTAS BIAO,49,,ALAGOINHAS VELHA,48007510,75 34035700,faturamentohrdb@gmail.com,125,125,20,20,20,20,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,LIVRAMENTO DE NOSSA SENHORA,,2487616,HOSPITAL MUNICIPAL DR ULYSSES CELESTINO DA SILVA,MUNICIPIO DE LIVRAMENTO DE NOSSA SENHORA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV PRESIDENTE VARGAS,829,PREDIO,CENTRO,46140000,(77)34442501,,55,55,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,VITORIA DA CONQUISTA,,2487756,HOSPITAL SAO VICENTE DE PAULO,SANTA CASA DE MISERICORDIA DE VITORIA DA CONQUISTA,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,HERCILIO LIMA,95,TERREO,CENTRO,45000195,77 34259900,,155,110,20,4,20,4,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,VITORIA DA CONQUISTA,,2488892,IBR HOSPITAL,IBR INSTITUTO BRANDAO DE REABILITACAO LTDA,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,GOES CALMON,235,,CENTRO,45000400,77 21014100,contec@conteccontabilidade.com.br,69,34,29,4,19,4,10,0,0,0,0,0,0,0
202503,NORDESTE,BA,VITORIA DA CONQUISTA,,2488930,ANDRO HOSPITAL UROLOGICO,ANDRO INSTITUTO DE ANDROLOGIA LTDA EPP,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,OTAVIO SANTOS,444,,RECREIO,45020760,,,59,0,10,0,10,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,LICINIO DE ALMEIDA,,2490218,HOSPITAL MUNICIPAL DR AUREO MENDES DA SILVA,MUNICIPIO DE LICINIO DE ALMEIDA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA MONTEIRO LOBATO,S/N,,POTOSI,46330000,(77)4632480,licinio.datasus@gmail,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MACAJUBA,,2492881,HOSPITAL JULIETA SAMPAIO,PREFEITURA MUNICIPAL DE MACAJUBA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA DILSON PAMPONET LOPES,S/N,,PLANALTO,46805000,(74) 99964-6443,hospitaljulietasampaio@hotmail.com,20,20,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MACARANI,,2492911,HOSPITAL SAO PEDRO DE MACARANI,MUNICIPIO DE MACARANI,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA CAMILO DE JESUS LIMA KM 0,999,,CENTRO,45760000,(77) 32742165,smsmacarani@gmail.com,27,27,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MALHADA,,2493195,HOSPITAL MUNICIPAL SAO GERALDO,MUNICIPIO DE MALHADA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA SANTA CRUZ,S/N,,CENTRO,46440000,77 3691 2162,"taniaabh@hotmail,com",22,22,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MACURURE,,2493268,UNIDADE MISTA DE SAUDE DE MACURURE,FUNDO MUNICIPAL DE SAUDE,M,15,UNIDADE MISTA,1244,HOSPITAL_PÚBLICO,RUA DO CAMPO,100,ANTIGO CAMPO FUTEBOL,CENTRO,48650000,7532842175,smsmacurureba@bol.com.br,21,21,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,SAO SEBASTIAO DO PASSE,,2493330,HOSPITAL DR ALBINO LEITAO,PREFEITURA DE SAO SEBASTIAO DO PASSE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA CORONEL LUIZ VENTURA,78,,CENTRO,43850000,7136558010,,53,53,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MAIQUINIQUE,,2493578,HOSPITAL MATERNIDADE MUNICIPAL DE MAIQUINIQUE,MUNICIPIO DE MAIQUINIQUE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MARIA DALIA PEREIRA DE ALMEIDA,00,,UNIAO OPERARIA,45770000,(77)32752200,,14,14,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,SALVADOR,,2493845,HOSPITAL MANOEL VICTORINO,BAHIA SECRETARIA DE SAUDE DO ESTADO,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,PRACA CONSELHEIRO ALMEIDA COUTO,412,,NAZARE,40050405,(71)32541250,coord.adm.hmv@fabamed.org.br,108,108,10,10,10,10,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JEQUIE,,2494930,HOSPITAL SAO VICENTE,UNIAO COMUNITARIA DOS MEDICOS DA BAHIA UCMB,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,TIRADENTES,55,,CENTRO,45200273,73 88365484,barbosaprocessa@uol.com,115,109,10,10,10,10,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,JEQUIE,,2494949,HOSPITAL PERPETUO SOCORRO,CASA DE SAUDE MATERNIDADE PERPETUO SOCORRO LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA NESTOR RIBEIRO,343,,CENTRO,45200286,7335288250,,106,0,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,SALVADOR,,2497751,SARAH SALVADOR,ASSOCIACAO DAS PIONEIRAS SOCIAIS,M,7,HOSPITAL ESPECIALIZADO,3999,HOSPITAL_FILANTRÓPICO,AV TANCREDO NEVES,2782,,CAMINHO DAS ARVORES,41820900,(71) 3206-3582,acarlos@sarah.br,143,143,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MATINA,,2498227,HOSPITAL MUNICIPAL HERMENEGILDO C DE CASTRO,MUNICIPIO DE MATINA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA MANOEL PEREIRA BENEVIDES,240,PREDIO,CENTRO,46480000,7736431009,washington_fernandes1@hotmail.com,19,19,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MIGUEL CALMON,,2498421,HOSPITAL PORTUGUES HOSPITAL PADRE PAULO FELBER,REAL SOCIEDADE PORTUGUESA DE BENEFICENCIA 16 DE SETEMBRO,D,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA ODONEL MIRANDA RIOS,S/N,EDIFICIO,CENTRO,44720000,(74)36272119,"rafael.santana@hportugues.com.,br",88,88,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MILAGRES,,2498456,HOSPITAL MUNICIPAL DE MILAGRES,MUNICIPIO DE MILAGRES,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AV CONRADO MENEZES DA SILVA,S/N,,CENTRO,45315000,(75)5452097,,23,23,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MUNDO NOVO,,2498731,HOSPITAL MUNICIPAL DE MUNDO NOVO,MUNICIPIO DE MUNDO NOVO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DO SAPE,S/N,,CENTRO,44800000,(74) 3626 2102,secsaude292210@yahoo.com.br,34,34,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MUCUGE,,2498790,HOSPITAL AUGUSTA MEDRADO MATTOS,MUNICIPIO DE MUCUGE,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA REGINALDO MEDRADO,S/N,,CENTRO,46750000,(75)33382308,hamm.mucuge@hotmail.com,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MUCURI,,2498804,HOSPITAL SAO JOSE,CARITAS DIOCESANA DE CARAVELAS,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA AMAZONAS,673,DISTRITO ITABATAN,CENTRO,45936000,(73)36052003,caritas150@yahoo.com.br,79,71,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,BARREIRAS,,2505231,HOSPITAL DA MULHER,MUNICIPIO DE BARREIRAS,M,7,HOSPITAL ESPECIALIZADO,1244,HOSPITAL_PÚBLICO,RUA ANTONIO COITE,S/N,,JARDIM OURO BRANCO,47802273,(77)36139555/36139570,dis@barreiras.ba.gov.br,32,32,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,NOVA FATIMA,,2505819,HOSPITAL MUNICIPAL FLORISVALDO JOSUEL ARAUJO,MUNICIPIO DE NOVA FATIMA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA PEDRO MAIA DE MATOS,S/N,PREDIO,CENTRO,44642000,(75) 3234-1050,sec.saudenf@outlook.com,15,15,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,NOVA SOURE,,2505843,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS,PREFEITURA MUNICIPAL DE NOVA SOURE,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA DO COITE,S/N,CASA,DE FATIMA,48460000,(75)4373275,,19,19,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MULUNGU DO MORRO,,2505886,HOSPITAL MUNICIPAL DO POVO,PREFEITURA MUNICIPAL DE MULUNGU DO MORRO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,TV ACM,S/N,CASA,CENTRO,44885000,(74)6431002,sec.saudemulungu@hotmail.com,34,34,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MURITIBA,,2506114,CLIOM LTDA CLINICA DE OLHOS DE MURITIBA,HOSPITAL DE OLHOS DE MURITIBA LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,PRACA DA BANDEIRA,44,CASA,CENTRO,44340000,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,MUCURI,,2506122,REDE DE SAUDE PAINEIRAS,SERV SOCIAL IND PAPEL PAPELAO E CORT DO EST SP,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AV DOS EUCALIPTOS,08,ITABATAN,JARDIM DO EUCALIPTOS,45930000,(73) 36053921,administracao@hospitalpaineiras.org.br,20,0,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,NOVA VICOSA,,2506254,HOSPITAL MUNICIPAL DE NOVA VICOSA,MUNICIPIO DE NOVA VICOSA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ESPIRITO SANTO,001,DISTRITO,POSTO DA MATA CENT,45928000,(73) 32093666,faturamentohmnv@gmail.com,58,58,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,PALMAS DE MONTE ALTO,,2506572,HOSPITAL MUNICIPAL MILTON FARIA DIAS LARANJEIRA,MUNICIPIO DE PALMAS DE MONTE ALTO,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA CASTRO ALVES,S/N,,BONFIM,46460000,(77)6622156,pmasaude@yahoo.com.br,54,54,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,EUNAPOLIS,,2507447,HOSPITAL REGIONAL DE EUNAPOLIS,MUNICIPIO DE EUNAPOLIS,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA PRINCESA ISABEL,750,,PEQUI,45820970,(73) 3281-9200,saude.eunapolis@gmail.com,120,120,10,10,10,10,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,EUNAPOLIS,,2507455,HOSPITAL AMES,AMES ASSISTENCIA MEDICA EXTREMO SUL LTDA ME,D,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA CONSELHEIRO LUIZ VIANA,77,,CENTRO,45820131,(73)3281-5065,hosp.ames@uol.com.br,53,6,9,0,9,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,PAU BRASIL,,2508141,HOSPITAL ARLETE MAGALHAES,MUNICIPIO DE PAU BRASIL,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,AVENIDA ANTONIO CARLOS MAGALHAES,S/N,PREDIO,RUI FALCAO,45890000,(73)2732165,smspaubrasil@yahoo.com.br,13,13,0,0,0,0,0,0,0,0,0,0,0,0
202503,NORDESTE,BA,PIATA,,2508176,HOSPITAL MUNICIPAL DE PIATA DOUTOR HELIO MACEDO ARAUJO,MUNICIPAL DE PIATA,D,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA ALFREDO SOARES,S/N,,CENTRO,46765000,7734792163,,26,26,0,0,0,0,0,0,0,0,0,0,0,0
